

|yearQuarter |state | totalRX|
|2015 Q4     |TN    |    1663|
|2016 Q1     |TN    |    1926|
|2016 Q2     |TN    |    2163|
|2016 Q3     |TN    |    2279|
|2016 Q4     |TN    |    2209|
|2017 Q1     |TN    |    2510|
|2017 Q2     |TN    |    2489|
|2017 Q3     |TN    |    2365|
|2017 Q4     |TN    |    2505|
|2018 Q1     |TN    |    2592|
|2018 Q2     |TN    |    2648|
|2018 Q3     |TN    |    2660|
|2018 Q4     |TN    |    2656|
|2019 Q1     |TN    |    2802|
|2019 Q2     |TN    |    2658|
|2019 Q3     |TN    |    2628|
|2019 Q4     |TN    |    2536|
|2020 Q1     |TN    |    2815|
|2020 Q2     |TN    |    2452|
|2020 Q3     |TN    |    2433|
|2020 Q4     |TN    |    2330|
|2021 Q1     |TN    |    2198|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |TX    |     656|
|2012 Q2     |TX    |     243|
|2012 Q3     |TX    |     271|
|2012 Q4     |TX    |     276|
|2013 Q1     |TX    |     201|
|2013 Q2     |TX    |     182|
|2013 Q3     |TX    |     180|
|2013 Q4     |TX    |     153|
|2014 Q1     |TX    |     193|
|2014 Q2     |TX    |     184|
|2014 Q3     |TX    |     152|
|2014 Q4     |TX    |     118|
|2015 Q1     |TX    |    2254|
|2015 Q2     |TX    |    2253|
|2015 Q3     |TX    |    2212|
|2015 Q4     |TX    |    1996|
|2016 Q1     |TX    |    2297|
|2016 Q2     |TX    |    2406|
|2016 Q3     |TX    |    2380|
|2016 Q4     |TX    |    2877|
|2017 Q1     |TX    |    2938|
|2017 Q2     |TX    |    2894|
|2017 Q3     |TX    |    2933|
|2017 Q4     |TX    |    3073|
|2018 Q1     |TX    |    3072|
|2018 Q2     |TX    |    3158|
|2018 Q3     |TX    |    3370|
|2018 Q4     |TX    |    3478|
|2019 Q1     |TX    |    3507|
|2019 Q2     |TX    |    3424|
|2019 Q3     |TX    |    3658|
|2019 Q4     |TX    |    3408|
|2020 Q1     |TX    |    3307|
|2020 Q2     |TX    |    2668|
|2020 Q3     |TX    |    2725|
|2020 Q4     |TX    |    2784|
|2021 Q1     |TX    |    2549|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |UT    |     190|
|2012 Q2     |UT    |     412|
|2012 Q3     |UT    |     358|
|2012 Q4     |UT    |     343|
|2013 Q1     |UT    |     375|
|2013 Q2     |UT    |     257|
|2013 Q3     |UT    |     275|
|2013 Q4     |UT    |     252|
|2014 Q1     |UT    |     358|
|2014 Q2     |UT    |     400|
|2014 Q3     |UT    |     356|
|2014 Q4     |UT    |     374|
|2015 Q1     |UT    |     337|
|2015 Q2     |UT    |     399|
|2015 Q3     |UT    |     302|
|2015 Q4     |UT    |     294|
|2016 Q1     |UT    |     409|
|2016 Q2     |UT    |     229|
|2016 Q3     |UT    |     278|
|2016 Q4     |UT    |     246|
|2017 Q1     |UT    |     309|
|2017 Q2     |UT    |     301|
|2017 Q3     |UT    |     246|
|2017 Q4     |UT    |     303|
|2018 Q1     |UT    |     430|
|2018 Q2     |UT    |     474|
|2018 Q3     |UT    |     494|
|2018 Q4     |UT    |     502|
|2019 Q1     |UT    |     491|
|2019 Q2     |UT    |     660|
|2019 Q3     |UT    |     728|
|2019 Q4     |UT    |     731|
|2020 Q1     |UT    |     906|
|2020 Q2     |UT    |     834|
|2020 Q3     |UT    |     722|
|2020 Q4     |UT    |     716|
|2021 Q1     |UT    |     676|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |VA    |     236|
|2012 Q2     |VA    |     551|
|2012 Q3     |VA    |     565|
|2012 Q4     |VA    |     468|
|2013 Q1     |VA    |     610|
|2013 Q2     |VA    |     566|
|2013 Q3     |VA    |     561|
|2013 Q4     |VA    |     569|
|2014 Q1     |VA    |     612|
|2014 Q2     |VA    |     597|
|2014 Q3     |VA    |     608|
|2014 Q4     |VA    |     591|
|2015 Q1     |VA    |     503|
|2015 Q2     |VA    |     520|
|2015 Q3     |VA    |     590|
|2015 Q4     |VA    |     609|
|2016 Q1     |VA    |     713|
|2016 Q2     |VA    |     709|
|2016 Q3     |VA    |     745|
|2016 Q4     |VA    |     778|
|2017 Q1     |VA    |     879|
|2017 Q2     |VA    |     898|
|2017 Q3     |VA    |    1000|
|2017 Q4     |VA    |     964|
|2018 Q1     |VA    |    1493|
|2018 Q2     |VA    |    1505|
|2018 Q3     |VA    |    1756|
|2018 Q4     |VA    |    1979|
|2019 Q1     |VA    |    3618|
|2019 Q2     |VA    |    4348|
|2019 Q3     |VA    |    4573|
|2019 Q4     |VA    |    4761|
|2020 Q1     |VA    |    5146|
|2020 Q2     |VA    |    4211|
|2020 Q3     |VA    |    4287|
|2020 Q4     |VA    |    4469|
|2021 Q1     |VA    |    4409|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |VT    |     217|
|2012 Q2     |VT    |     522|
|2012 Q3     |VT    |     434|
|2012 Q4     |VT    |     411|
|2013 Q1     |VT    |     528|
|2013 Q2     |VT    |     563|
|2013 Q3     |VT    |     449|
|2013 Q4     |VT    |     492|
|2014 Q1     |VT    |     522|
|2014 Q2     |VT    |     602|
|2014 Q3     |VT    |     481|
|2014 Q4     |VT    |     562|
|2015 Q1     |VT    |     686|
|2015 Q2     |VT    |     669|
|2015 Q3     |VT    |     523|
|2015 Q4     |VT    |     542|
|2016 Q1     |VT    |     609|
|2016 Q2     |VT    |     576|
|2016 Q3     |VT    |     532|
|2016 Q4     |VT    |     514|
|2017 Q1     |VT    |     602|
|2017 Q2     |VT    |     576|
|2017 Q3     |VT    |     533|
|2017 Q4     |VT    |     574|
|2018 Q1     |VT    |     610|
|2018 Q2     |VT    |     524|
|2018 Q3     |VT    |     558|
|2018 Q4     |VT    |     557|
|2019 Q1     |VT    |     599|
|2019 Q2     |VT    |     654|
|2019 Q3     |VT    |     549|
|2019 Q4     |VT    |     512|
|2020 Q1     |VT    |     541|
|2020 Q2     |VT    |     480|
|2020 Q3     |VT    |     465|
|2020 Q4     |VT    |     484|
|2021 Q1     |VT    |     514|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |WA    |      31|
|2012 Q2     |WA    |     145|
|2012 Q3     |WA    |     702|
|2012 Q4     |WA    |     433|
|2013 Q1     |WA    |     853|
|2013 Q2     |WA    |     710|
|2013 Q3     |WA    |    1062|
|2013 Q4     |WA    |    1118|
|2014 Q1     |WA    |    1066|
|2014 Q2     |WA    |    3201|
|2014 Q3     |WA    |    2821|
|2014 Q4     |WA    |    3301|
|2015 Q1     |WA    |    2235|
|2015 Q2     |WA    |    2177|
|2015 Q3     |WA    |    1832|
|2015 Q4     |WA    |    2309|
|2016 Q1     |WA    |    2504|
|2016 Q2     |WA    |    3153|
|2016 Q3     |WA    |    3200|
|2016 Q4     |WA    |    3177|
|2017 Q1     |WA    |    3393|
|2017 Q2     |WA    |    3259|
|2017 Q3     |WA    |    4451|
|2017 Q4     |WA    |    3438|
|2018 Q1     |WA    |    3704|
|2018 Q2     |WA    |    3650|
|2018 Q3     |WA    |    3803|
|2018 Q4     |WA    |    3646|
|2019 Q1     |WA    |    4696|
|2019 Q2     |WA    |    4776|
|2019 Q3     |WA    |    5229|
|2019 Q4     |WA    |    4854|
|2020 Q1     |WA    |    5259|
|2020 Q2     |WA    |    4527|
|2020 Q3     |WA    |    4582|
|2020 Q4     |WA    |    4800|
|2021 Q1     |WA    |    4238|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |WI    |    2102|
|2012 Q2     |WI    |    4180|
|2012 Q3     |WI    |    3807|
|2012 Q4     |WI    |    3618|
|2013 Q1     |WI    |    3957|
|2013 Q2     |WI    |    3928|
|2013 Q3     |WI    |    3550|
|2013 Q4     |WI    |    3501|
|2014 Q1     |WI    |    3668|
|2014 Q2     |WI    |    4124|
|2014 Q3     |WI    |    3938|
|2014 Q4     |WI    |    3925|
|2015 Q1     |WI    |    4232|
|2015 Q2     |WI    |    3933|
|2015 Q3     |WI    |    3611|
|2015 Q4     |WI    |    3635|
|2016 Q1     |WI    |    4240|
|2016 Q2     |WI    |    4398|
|2016 Q3     |WI    |    4242|
|2016 Q4     |WI    |    4058|
|2017 Q1     |WI    |    4587|
|2017 Q2     |WI    |    4289|
|2017 Q3     |WI    |    4112|
|2017 Q4     |WI    |    4383|
|2018 Q1     |WI    |    4647|
|2018 Q2     |WI    |    4244|
|2018 Q3     |WI    |    4268|
|2018 Q4     |WI    |    4306|
|2019 Q1     |WI    |    4374|
|2019 Q2     |WI    |    4499|
|2019 Q3     |WI    |    4299|
|2019 Q4     |WI    |    4123|
|2020 Q1     |WI    |    4479|
|2020 Q2     |WI    |    3706|
|2020 Q3     |WI    |    3924|
|2020 Q4     |WI    |    3932|
|2021 Q1     |WI    |    4320|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2014 Q1     |WV    |      97|
|2014 Q2     |WV    |     373|
|2014 Q3     |WV    |     474|
|2014 Q4     |WV    |     442|
|2015 Q1     |WV    |     272|
|2015 Q2     |WV    |     396|
|2015 Q3     |WV    |     361|
|2015 Q4     |WV    |     238|
|2016 Q1     |WV    |     310|
|2016 Q2     |WV    |     397|
|2016 Q3     |WV    |     417|
|2016 Q4     |WV    |     341|
|2017 Q1     |WV    |     391|
|2017 Q2     |WV    |     543|
|2017 Q3     |WV    |      38|
|2017 Q4     |WV    |      24|
|2018 Q1     |WV    |     146|
|2018 Q2     |WV    |     598|
|2018 Q3     |WV    |     606|
|2018 Q4     |WV    |     579|
|2019 Q1     |WV    |     540|
|2019 Q2     |WV    |     638|
|2019 Q3     |WV    |     575|
|2019 Q4     |WV    |     700|
|2020 Q1     |WV    |     574|
|2020 Q2     |WV    |     453|
|2020 Q3     |WV    |     479|
|2020 Q4     |WV    |     414|
|2021 Q1     |WV    |     418|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |WY    |      13|
|2012 Q2     |WY    |      97|
|2012 Q3     |WY    |      60|
|2012 Q4     |WY    |      67|
|2013 Q1     |WY    |     116|
|2013 Q2     |WY    |      85|
|2013 Q3     |WY    |      75|
|2013 Q4     |WY    |      53|
|2014 Q1     |WY    |      55|
|2014 Q2     |WY    |      67|
|2014 Q3     |WY    |      87|
|2014 Q4     |WY    |      65|
|2015 Q1     |WY    |      67|
|2015 Q2     |WY    |      61|
|2015 Q3     |WY    |      60|
|2015 Q4     |WY    |      39|
|2016 Q1     |WY    |      59|
|2016 Q2     |WY    |      86|
|2016 Q3     |WY    |      66|
|2016 Q4     |WY    |      78|
|2017 Q1     |WY    |     113|
|2017 Q2     |WY    |      79|
|2017 Q3     |WY    |      63|
|2017 Q4     |WY    |      69|
|2018 Q1     |WY    |      81|
|2018 Q2     |WY    |      89|
|2018 Q3     |WY    |      84|
|2018 Q4     |WY    |      58|
|2019 Q1     |WY    |      50|
|2019 Q2     |WY    |      57|
|2019 Q3     |WY    |      57|
|2019 Q4     |WY    |      69|
|2020 Q1     |WY    |      40|
|2020 Q2     |WY    |      33|
|2020 Q3     |WY    |      66|
|2020 Q4     |WY    |      65|
|2021 Q1     |WY    |      65|


|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |AK    |     103|
|2012 Q2     |AK    |     217|
|2012 Q3     |AK    |     184|
|2012 Q4     |AK    |     221|
|2013 Q1     |AK    |     265|
|2013 Q2     |AK    |     233|
|2013 Q3     |AK    |     197|
|2013 Q4     |AK    |     173|
|2014 Q1     |AK    |     183|
|2014 Q2     |AK    |     195|
|2014 Q3     |AK    |     177|
|2014 Q4     |AK    |     192|
|2015 Q1     |AK    |     189|
|2015 Q2     |AK    |     188|
|2015 Q3     |AK    |     179|
|2015 Q4     |AK    |     232|
|2016 Q1     |AK    |     334|
|2016 Q2     |AK    |     338|
|2016 Q3     |AK    |     440|
|2016 Q4     |AK    |     392|
|2017 Q1     |AK    |     469|
|2017 Q2     |AK    |     515|
|2017 Q3     |AK    |     576|
|2017 Q4     |AK    |     486|
|2018 Q1     |AK    |     533|
|2018 Q2     |AK    |     442|
|2018 Q3     |AK    |     605|
|2018 Q4     |AK    |     514|
|2019 Q1     |AK    |     527|
|2019 Q2     |AK    |     626|
|2019 Q3     |AK    |     547|
|2019 Q4     |AK    |     543|
|2020 Q1     |AK    |     462|
|2020 Q2     |AK    |     552|
|2020 Q3     |AK    |     512|
|2020 Q4     |AK    |     504|
|2021 Q1     |AK    |     534|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2014 Q2     |AL    |      15|
|2014 Q3     |AL    |      17|
|2014 Q4     |AL    |      22|
|2015 Q1     |AL    |      20|
|2015 Q2     |AL    |      26|
|2015 Q3     |AL    |      23|
|2015 Q4     |AL    |      42|
|2016 Q1     |AL    |      67|
|2016 Q2     |AL    |      56|
|2016 Q3     |AL    |      91|
|2016 Q4     |AL    |      86|
|2017 Q1     |AL    |      96|
|2017 Q2     |AL    |      94|
|2017 Q3     |AL    |      74|
|2017 Q4     |AL    |      80|
|2018 Q1     |AL    |     101|
|2018 Q2     |AL    |     153|
|2018 Q3     |AL    |     179|
|2018 Q4     |AL    |     213|
|2019 Q1     |AL    |     232|
|2019 Q2     |AL    |     250|
|2019 Q3     |AL    |     194|
|2019 Q4     |AL    |     224|
|2020 Q1     |AL    |     260|
|2020 Q2     |AL    |     221|
|2020 Q3     |AL    |     180|
|2020 Q4     |AL    |     197|
|2021 Q1     |AL    |     238|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |AR    |     190|
|2012 Q2     |AR    |     460|
|2012 Q3     |AR    |     415|
|2012 Q4     |AR    |     473|
|2013 Q1     |AR    |     424|
|2013 Q2     |AR    |     456|
|2013 Q3     |AR    |     464|
|2013 Q4     |AR    |     465|
|2014 Q1     |AR    |     583|
|2014 Q2     |AR    |     829|
|2014 Q3     |AR    |     819|
|2014 Q4     |AR    |     765|
|2015 Q1     |AR    |     681|
|2015 Q2     |AR    |     710|
|2015 Q3     |AR    |     699|
|2015 Q4     |AR    |     796|
|2016 Q1     |AR    |     904|
|2016 Q2     |AR    |     882|
|2016 Q3     |AR    |     815|
|2016 Q4     |AR    |     767|
|2017 Q1     |AR    |     812|
|2017 Q2     |AR    |     844|
|2017 Q3     |AR    |     859|
|2017 Q4     |AR    |     786|
|2018 Q1     |AR    |     905|
|2018 Q2     |AR    |     943|
|2018 Q3     |AR    |     977|
|2018 Q4     |AR    |    1068|
|2019 Q1     |AR    |    1021|
|2019 Q2     |AR    |     998|
|2019 Q3     |AR    |    1063|
|2019 Q4     |AR    |     990|
|2020 Q1     |AR    |    1147|
|2020 Q2     |AR    |     965|
|2020 Q3     |AR    |     999|
|2020 Q4     |AR    |     967|
|2021 Q1     |AR    |     733|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |AZ    |    1319|
|2012 Q2     |AZ    |    1832|
|2012 Q3     |AZ    |    1250|
|2012 Q4     |AZ    |    2595|
|2013 Q1     |AZ    |    2027|
|2013 Q2     |AZ    |    2421|
|2013 Q3     |AZ    |    1998|
|2013 Q4     |AZ    |    2815|
|2014 Q1     |AZ    |    1574|
|2014 Q2     |AZ    |    2126|
|2014 Q3     |AZ    |    4010|
|2014 Q4     |AZ    |    3948|
|2015 Q1     |AZ    |    2822|
|2015 Q2     |AZ    |    3821|
|2015 Q3     |AZ    |    3300|
|2015 Q4     |AZ    |    3279|
|2016 Q1     |AZ    |    5067|
|2016 Q2     |AZ    |    3618|
|2016 Q3     |AZ    |    3418|
|2016 Q4     |AZ    |    3536|
|2017 Q1     |AZ    |    3837|
|2017 Q2     |AZ    |    3846|
|2017 Q3     |AZ    |    4090|
|2017 Q4     |AZ    |    3724|
|2018 Q1     |AZ    |    3817|
|2018 Q2     |AZ    |    3703|
|2018 Q3     |AZ    |    3917|
|2018 Q4     |AZ    |    3945|
|2019 Q1     |AZ    |    3932|
|2019 Q2     |AZ    |    3858|
|2019 Q3     |AZ    |    3774|
|2019 Q4     |AZ    |    3628|
|2020 Q1     |AZ    |    3582|
|2020 Q2     |AZ    |    3117|
|2020 Q3     |AZ    |    3021|
|2020 Q4     |AZ    |    2976|
|2021 Q1     |AZ    |    2240|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |CA    |    1207|
|2012 Q2     |CA    |    2332|
|2012 Q3     |CA    |    2379|
|2012 Q4     |CA    |    2364|
|2013 Q1     |CA    |    2225|
|2013 Q2     |CA    |    2128|
|2013 Q3     |CA    |    2496|
|2013 Q4     |CA    |    1963|
|2014 Q1     |CA    |    2781|
|2014 Q2     |CA    |    3588|
|2014 Q3     |CA    |    4265|
|2014 Q4     |CA    |    4088|
|2015 Q1     |CA    |    4243|
|2015 Q2     |CA    |    4662|
|2015 Q3     |CA    |    4781|
|2015 Q4     |CA    |    5364|
|2016 Q1     |CA    |    6072|
|2016 Q2     |CA    |    7065|
|2016 Q3     |CA    |    6495|
|2016 Q4     |CA    |    7642|
|2017 Q1     |CA    |    9445|
|2017 Q2     |CA    |   11116|
|2017 Q3     |CA    |    9733|
|2017 Q4     |CA    |   10327|
|2018 Q1     |CA    |   10967|
|2018 Q2     |CA    |   11686|
|2018 Q3     |CA    |   11758|
|2018 Q4     |CA    |   11824|
|2019 Q1     |CA    |   12017|
|2019 Q2     |CA    |   12883|
|2019 Q3     |CA    |   12897|
|2019 Q4     |CA    |   12400|
|2020 Q1     |CA    |   12893|
|2020 Q2     |CA    |   11362|
|2020 Q3     |CA    |   10594|
|2020 Q4     |CA    |   10157|
|2021 Q1     |CA    |    9765|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |CO    |     202|
|2012 Q2     |CO    |     588|
|2012 Q3     |CO    |     558|
|2012 Q4     |CO    |     576|
|2013 Q1     |CO    |     555|
|2013 Q2     |CO    |     641|
|2013 Q3     |CO    |     635|
|2013 Q4     |CO    |     638|
|2014 Q1     |CO    |     733|
|2014 Q2     |CO    |    1195|
|2014 Q3     |CO    |    1175|
|2014 Q4     |CO    |    1005|
|2015 Q1     |CO    |    1425|
|2015 Q2     |CO    |    1226|
|2015 Q3     |CO    |    1016|
|2015 Q4     |CO    |    1135|
|2016 Q1     |CO    |    1465|
|2016 Q2     |CO    |    1492|
|2016 Q3     |CO    |    1298|
|2016 Q4     |CO    |    1278|
|2017 Q1     |CO    |    1374|
|2017 Q2     |CO    |    1660|
|2017 Q3     |CO    |    1661|
|2017 Q4     |CO    |    1562|
|2018 Q1     |CO    |    1343|
|2018 Q2     |CO    |    1559|
|2018 Q3     |CO    |    1576|
|2018 Q4     |CO    |    2356|
|2019 Q1     |CO    |    2532|
|2019 Q2     |CO    |    2849|
|2019 Q3     |CO    |    3057|
|2019 Q4     |CO    |    2829|
|2020 Q1     |CO    |    3044|
|2020 Q2     |CO    |    2581|
|2020 Q3     |CO    |    2682|
|2020 Q4     |CO    |    2696|
|2021 Q1     |CO    |    3188|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |CT    |     788|
|2012 Q2     |CT    |    2232|
|2012 Q3     |CT    |    2057|
|2012 Q4     |CT    |    2104|
|2013 Q1     |CT    |    2325|
|2013 Q2     |CT    |    2287|
|2013 Q3     |CT    |    2120|
|2013 Q4     |CT    |    2138|
|2014 Q1     |CT    |    2371|
|2014 Q2     |CT    |    2796|
|2014 Q3     |CT    |    2940|
|2014 Q4     |CT    |    2983|
|2015 Q1     |CT    |    2836|
|2015 Q2     |CT    |    2943|
|2015 Q3     |CT    |    2921|
|2015 Q4     |CT    |    3042|
|2016 Q1     |CT    |    3303|
|2016 Q2     |CT    |    3337|
|2016 Q3     |CT    |    3527|
|2016 Q4     |CT    |    3279|
|2017 Q1     |CT    |    3476|
|2017 Q2     |CT    |    3542|
|2017 Q3     |CT    |    3525|
|2017 Q4     |CT    |    3814|
|2018 Q1     |CT    |    3958|
|2018 Q2     |CT    |    4102|
|2018 Q3     |CT    |    3867|
|2018 Q4     |CT    |    4153|
|2019 Q1     |CT    |    4427|
|2019 Q2     |CT    |    4394|
|2019 Q3     |CT    |    4270|
|2019 Q4     |CT    |    4123|
|2020 Q1     |CT    |    4155|
|2020 Q2     |CT    |    3505|
|2020 Q3     |CT    |    3442|
|2020 Q4     |CT    |    3522|
|2021 Q1     |CT    |    3776|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |DC    |     152|
|2012 Q2     |DC    |     345|
|2012 Q3     |DC    |     287|
|2012 Q4     |DC    |     210|
|2013 Q1     |DC    |     261|
|2013 Q2     |DC    |     268|
|2013 Q3     |DC    |     221|
|2013 Q4     |DC    |     239|
|2014 Q1     |DC    |     255|
|2014 Q2     |DC    |     279|
|2014 Q3     |DC    |     273|
|2014 Q4     |DC    |     250|
|2015 Q1     |DC    |     264|
|2015 Q2     |DC    |     234|
|2015 Q3     |DC    |     277|
|2015 Q4     |DC    |     298|
|2016 Q1     |DC    |     271|
|2016 Q2     |DC    |     258|
|2016 Q3     |DC    |     212|
|2016 Q4     |DC    |     352|
|2017 Q1     |DC    |     380|
|2017 Q2     |DC    |     376|
|2017 Q3     |DC    |     363|
|2017 Q4     |DC    |     421|
|2018 Q1     |DC    |     462|
|2018 Q2     |DC    |     458|
|2018 Q3     |DC    |     377|
|2018 Q4     |DC    |     457|
|2019 Q1     |DC    |     575|
|2019 Q2     |DC    |     575|
|2019 Q3     |DC    |     597|
|2019 Q4     |DC    |     595|
|2020 Q1     |DC    |     589|
|2020 Q2     |DC    |     463|
|2020 Q3     |DC    |     466|
|2020 Q4     |DC    |     340|
|2021 Q1     |DC    |     312|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |DE    |      26|
|2012 Q2     |DE    |      78|
|2012 Q3     |DE    |      60|
|2012 Q4     |DE    |      50|
|2013 Q1     |DE    |      19|
|2013 Q2     |DE    |      37|
|2013 Q3     |DE    |      52|
|2013 Q4     |DE    |      61|
|2014 Q1     |DE    |      47|
|2014 Q2     |DE    |      43|
|2014 Q3     |DE    |      75|
|2014 Q4     |DE    |      59|
|2015 Q1     |DE    |     132|
|2015 Q2     |DE    |      47|
|2015 Q3     |DE    |      48|
|2015 Q4     |DE    |      20|
|2016 Q1     |DE    |      16|
|2016 Q3     |DE    |      14|
|2016 Q4     |DE    |      16|
|2017 Q1     |DE    |      12|
|2017 Q2     |DE    |      17|
|2018 Q1     |DE    |      91|
|2018 Q3     |DE    |     173|
|2018 Q4     |DE    |     173|
|2019 Q1     |DE    |     231|
|2019 Q2     |DE    |     268|
|2019 Q3     |DE    |     262|
|2019 Q4     |DE    |     266|
|2020 Q1     |DE    |     347|
|2020 Q2     |DE    |     251|
|2020 Q3     |DE    |     336|
|2020 Q4     |DE    |     325|
|2021 Q1     |DE    |     273|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q3     |FL    |     422|
|2012 Q4     |FL    |     683|
|2013 Q1     |FL    |    1153|
|2013 Q2     |FL    |    1585|
|2013 Q3     |FL    |    1367|
|2013 Q4     |FL    |    1426|
|2014 Q1     |FL    |    1351|
|2014 Q2     |FL    |    1356|
|2014 Q3     |FL    |    2139|
|2014 Q4     |FL    |    2510|
|2015 Q1     |FL    |    2623|
|2015 Q2     |FL    |    2614|
|2015 Q3     |FL    |    2686|
|2015 Q4     |FL    |    2543|
|2016 Q1     |FL    |    2775|
|2016 Q2     |FL    |    3169|
|2016 Q3     |FL    |    2996|
|2016 Q4     |FL    |    3686|
|2017 Q1     |FL    |    3203|
|2017 Q2     |FL    |    4076|
|2017 Q3     |FL    |    3568|
|2017 Q4     |FL    |    3837|
|2018 Q1     |FL    |    4177|
|2018 Q2     |FL    |    4112|
|2018 Q3     |FL    |    4164|
|2018 Q4     |FL    |    4202|
|2019 Q1     |FL    |    4045|
|2019 Q2     |FL    |    4304|
|2019 Q3     |FL    |    4061|
|2019 Q4     |FL    |    3680|
|2020 Q1     |FL    |    3589|
|2020 Q2     |FL    |    2948|
|2020 Q3     |FL    |    2881|
|2020 Q4     |FL    |    2737|
|2021 Q1     |FL    |    2811|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q4     |GA    |      19|
|2014 Q2     |GA    |      14|
|2015 Q1     |GA    |      27|
|2015 Q2     |GA    |      14|
|2015 Q3     |GA    |      15|
|2016 Q1     |GA    |      44|
|2016 Q2     |GA    |      91|
|2016 Q3     |GA    |     115|
|2016 Q4     |GA    |      90|
|2017 Q1     |GA    |     130|
|2017 Q2     |GA    |     103|
|2017 Q3     |GA    |     380|
|2017 Q4     |GA    |     307|
|2018 Q1     |GA    |     459|
|2018 Q2     |GA    |     525|
|2018 Q3     |GA    |    1236|
|2018 Q4     |GA    |    1241|
|2019 Q1     |GA    |    1424|
|2019 Q2     |GA    |    1360|
|2019 Q3     |GA    |    1404|
|2019 Q4     |GA    |    1170|
|2020 Q1     |GA    |    1247|
|2020 Q2     |GA    |    1035|
|2020 Q3     |GA    |    1018|
|2020 Q4     |GA    |     993|
|2021 Q1     |GA    |     999|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |HI    |      22|
|2012 Q2     |HI    |     249|
|2012 Q3     |HI    |     283|
|2012 Q4     |HI    |     287|
|2013 Q1     |HI    |     276|
|2013 Q2     |HI    |     255|
|2013 Q3     |HI    |     138|
|2013 Q4     |HI    |     184|
|2014 Q1     |HI    |     263|
|2014 Q2     |HI    |     251|
|2014 Q3     |HI    |     225|
|2014 Q4     |HI    |     258|
|2015 Q1     |HI    |     266|
|2015 Q2     |HI    |     269|
|2015 Q3     |HI    |     272|
|2015 Q4     |HI    |     283|
|2016 Q1     |HI    |     291|
|2016 Q2     |HI    |     314|
|2016 Q3     |HI    |     231|
|2016 Q4     |HI    |     301|
|2017 Q1     |HI    |     359|
|2017 Q2     |HI    |     360|
|2017 Q3     |HI    |     290|
|2017 Q4     |HI    |     272|
|2018 Q1     |HI    |     377|
|2018 Q2     |HI    |     351|
|2018 Q3     |HI    |     289|
|2018 Q4     |HI    |     334|
|2019 Q1     |HI    |     393|
|2019 Q2     |HI    |     321|
|2019 Q3     |HI    |     302|
|2019 Q4     |HI    |     274|
|2020 Q1     |HI    |     291|
|2020 Q2     |HI    |     237|
|2020 Q3     |HI    |     281|
|2020 Q4     |HI    |     320|
|2021 Q1     |HI    |     301|

|yearQuarter |state | totalRX|
|:-----------|:-----|-------:|
|2012 Q1     |IA    |     100|
|2012 Q2     |IA    |     456|
|2012 Q3     |IA    |     471|
|2012 Q4     |IA    |     545|
|2013 Q1     |IA    |     580|
|2013 Q2     |IA    |     668|
|2013 Q3     |IA    |     607|
|2013 Q4     |IA    |     559|
|2014 Q1     |IA    |     724|
|2014 Q2     |IA    |    1136|
|2014 Q3     |IA    |     887|
|2014 Q4     |IA    |     844|
|2015 Q1     |IA    |     974|
|2015 Q2     |IA    |    1054|
|2015 Q3     |IA    |     900|
|2015 Q4     |IA    |     987|
|2016 Q1     |IA    |     890|
|2016 Q2     |IA    |    1137|
|2016 Q3     |IA    |     510|
|2016 Q4     |IA    |     517|
|2017 Q1     |IA    |     621|
|2017 Q2     |IA    |     777|
|2017 Q3     |IA    |     790|
|2017 Q4     |IA    |     567|
|2018 Q1     |IA    |     456|
|2018 Q2     |IA    |     442|
|2018 Q3     |IA    |     444|
|2018 Q4     |IA    |     408|
|2019 Q1     |IA    |     359|
|2019 Q2     |IA    |     827|
|2019 Q3     |IA    |    1082|
|2019 Q4     |IA    |    1067|
|2020 Q1     |IA    |    1036|
|2020 Q2     |IA    |     758|
