utilization.type,state,year,quarter,suppression,proper_ndc,gennme,prodnme,numberrx,yearQuarter
MCOU,MA,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,53,2016.25
MCOU,MI,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,129,2016.25
FFSU,FL,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
MCOU,IA,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,WV,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,HI,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,ND,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,KY,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,DC,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,OR,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,CO,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
MCOU,MS,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,HI,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,VT,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,MS,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,TX,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,NV,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,SD,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,SD,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,IL,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,WA,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,NV,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,OH,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,DE,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,WI,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,CO,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,DC,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
MCOU,SC,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,VA,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,OH,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,SC,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,VA,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,WY,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,KY,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,MN,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,SC,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
MCOU,RI,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,GA,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,NE,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,NE,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
MCOU,WA,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,GA,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,IN,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,UT,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,MD,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,MT,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,NV,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,WY,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,VA,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,DC,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,RI,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,VT,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,SD,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,OK,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,FL,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,119,2016
MCOU,RI,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,GA,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,MN,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,NJ,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,SC,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
MCOU,DC,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,LA,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,LA,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,VA,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,FL,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,92,2016.25
FFSU,MT,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
MCOU,HI,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,TX,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,IL,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,28,2016.5
MCOU,UT,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
MCOU,NM,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,14,2016.75
FFSU,CT,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,61,2016.25
MCOU,UT,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,21,2016
MCOU,KS,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,107,2016
MCOU,ND,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,VT,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,MI,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,OR,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,NV,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,CT,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,36,2016.75
FFSU,WV,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,ND,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,WV,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,NY,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,OR,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,21,2016.25
FFSU,GA,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,MS,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,ME,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,MS,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,MA,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,NE,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,AL,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,TX,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,CO,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,MS,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,NV,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,MI,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,NV,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,MD,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,27,2016
FFSU,MD,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,23,2016.5
MCOU,WV,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,AR,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,17,2016.5
FFSU,DC,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,MA,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,AK,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,23,2016
FFSU,AK,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,22,2016.5
FFSU,AR,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,26,2016.25
FFSU,MD,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,28,2016.25
FFSU,FL,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,KY,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,NJ,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,AK,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,17,2016.25
FFSU,UT,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,OK,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,ID,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,WV,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
MCOU,WV,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,SD,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,GA,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,FL,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,IA,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,TX,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,DC,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,KS,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,UT,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,HI,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,WV,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,UT,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,AR,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,38,2016
FFSU,KY,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,ME,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,NV,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,SC,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
FFSU,IN,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,FL,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,RI,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,VA,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,PA,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,AL,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,GA,2016,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.75
MCOU,KY,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
FFSU,WV,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
MCOU,GA,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
MCOU,OR,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,UT,2016,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016
FFSU,DC,2016,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.25
MCOU,MS,2016,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2016.5
FFSU,AK,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,16,2016.75
MCOU,VA,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,19,2016.25
MCOU,KS,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,21,2016.5
MCOU,FL,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,19,2016.5
MCOU,OR,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,87,2016
FFSU,MT,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,13,2016
FFSU,NC,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,32,2016.75
MCOU,CA,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,129,2016.25
MCOU,IN,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,123,2016
FFSU,NV,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,18,2016
MCOU,PA,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,195,2016
MCOU,IL,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,133,2016.25
FFSU,IA,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,52,2016
MCOU,TX,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,189,2016.25
FFSU,IL,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,60,2016
MCOU,AZ,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,14,2016.75
FFSU,TN,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,64,2016.25
MCOU,PA,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,116,2016.25
FFSU,NY,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,23,2016.25
FFSU,OK,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,43,2016
MCOU,KS,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,24,2016.25
FFSU,NE,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,12,2016
MCOU,PA,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,31,2016.75
MCOU,NM,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,12,2016.5
MCOU,SC,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,21,2016
MCOU,IN,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,27,2016.5
MCOU,AZ,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,172,2016
FFSU,CO,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,21,2016.25
FFSU,CO,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,15,2016.75
FFSU,NC,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,62,2016.25
FFSU,CO,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,51,2016
MCOU,MS,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,30,2016
FFSU,NY,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,34,2016
MCOU,OH,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,100,2016.5
FFSU,NY,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,20,2016.5
MCOU,MS,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,18,2016.25
MCOU,IL,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,101,2016.5
FFSU,NC,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,120,2016
MCOU,TX,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,234,2016
FFSU,OH,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,14,2016.25
FFSU,CT,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,153,2016
MCOU,NY,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,848,2016
MCOU,PA,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,100,2016.5
MCOU,OH,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,396,2016
MCOU,AZ,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,15,2016.5
FFSU,CT,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,58,2016.5
MCOU,FL,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,35,2016.75
FFSU,CO,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,21,2016.5
FFSU,TN,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,33,2016.5
MCOU,IN,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,72,2016.25
FFSU,TN,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,129,2016
FFSU,OK,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,19,2016.25
MCOU,NY,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,544,2016.25
MCOU,IN,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,17,2016.75
FFSU,NC,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,37,2016.5
MCOU,OH,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,76,2016.75
MCOU,AZ,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,40,2016.25
MCOU,VA,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,45,2016
FFSU,IL,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,31,2016.25
FFSU,CA,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,17,2016.75
MCOU,CA,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,206,2016
FFSU,CA,2016,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,78,2016
MCOU,CA,2016,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,64,2016.75
MCOU,CA,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,92,2016.5
FFSU,CA,2016,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,44,2016.25
MCOU,TX,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,132,2016.5
FFSU,CA,2016,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,27,2016.5
MCOU,NY,2017,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,125,2017.75
MCOU,TX,2017,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,97,2017
MCOU,IL,2017,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,38,2017
MCOU,GA,2017,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.5
MCOU,KY,2017,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,34,2017
FFSU,NY,2017,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.75
FFSU,NY,2017,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017
MCOU,NY,2017,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,171,2017.5
MCOU,IL,2017,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,13,2017.75
MCOU,LA,2017,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,13,2017.5
MCOU,NY,2017,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,189,2017.25
MCOU,MA,2017,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,12,2017.25
MCOU,IL,2017,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,12,2017.5
MCOU,IN,2017,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017
MCOU,KY,2017,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,39,2017.5
MCOU,KY,2017,4,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,30,2017.75
MCOU,MI,2017,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,43,2017
FFSU,OR,2017,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017
MCOU,MA,2017,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,13,2017
FFSU,OH,2017,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.25
FFSU,MO,2017,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,13,2017
MCOU,MN,2017,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.75
MCOU,NV,2017,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.25
FFSU,MN,2017,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.25
FFSU,WI,2017,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,14,2017.25
MCOU,MI,2017,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,22,2017.5
MCOU,MN,2017,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,22,2017.25
FFSU,MN,2017,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.75
FFSU,OH,2017,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017
FFSU,UT,2017,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.75
MCOU,OR,2017,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.75
MCOU,IN,2017,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.5
MCOU,MN,2017,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,24,2017
MCOU,PA,2017,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.25
MCOU,MI,2017,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,30,2017.25
FFSU,ME,2017,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017
FFSU,CA,2017,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.5
MCOU,KS,2017,1,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017
FFSU,WI,2017,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,20,2017
FFSU,UT,2017,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.25
MCOU,IA,2017,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.5
MCOU,LA,2017,2,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,13,2017.25
MCOU,MN,2017,3,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,19,2017.5
MCOU,LA,2017,1,F,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,13,2017
FFSU,MN,2017,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.5
MCOU,NV,2017,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.75
MCOU,OR,2017,2,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.25
MCOU,FL,2017,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.5
FFSU,CT,2017,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.75
FFSU,AK,2017,3,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.5
MCOU,WA,2017,4,T,00069046912,Varenicline,CHANTIX CONTINUING MONTH BOX,0,2017.75
